source,tag,comparison,radius,metric_type,threshold,window,pca_group,dtw_score
RSV,,Active Cases,7,Network Density,0.5,15,,59.63870030000525
,,Confirmed Cases,20,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,59.64179487179495
RSV,,Confirmed Cases,7,Network Density,0.8,30,,59.64564102564107
MSV,,Active Cases,30,Network Density,0.4,30,,59.69281474270485
,,Confirmed Cases,20,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,59.72205128205126
,,Confirmed Cases,20,Clustering Coefficient,0.6,15day,MSVSymptoms-0.5,59.734615384615424
RSV,ubo,Confirmed Cases,15,,,,,59.746415752634654
,,Confirmed Cases,30,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,59.79846153846152
,,Active Cases,15,Network Density,0.5,30day,RSVFaceWearing&Others-0.5,59.81126417392938
RSV,fever,Active Cases,30,,,,,59.84080966351309
,,Active Cases,50,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,59.85013081922215
MSV,,Confirmed Cases,7,Clustering Coefficient,0.6,30,,59.851145996860296
,,Active Cases,30,Network Density,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,59.86334457876489
,,Confirmed Cases,7,Clustering Coefficient,0.4,30day,MSVFaceWearing&Others-0.5,59.871538461538414
MSV,,Confirmed Cases,30,Clustering Coefficient,0.8,15,,59.88846153846178
,,Confirmed Cases,7,Clustering Coefficient,0.5,15day,MSVSymptoms-0.5,59.92897435897433
,,Active Cases,30,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,59.944888014244256
,,Confirmed Cases,30,Clustering Coefficient,0.5,15day,MSVFaceWearing&Others-0.5,59.99128205128208
MSV,,Active Cases,30,Network Density,0.5,30,,59.99247345239672
,,Confirmed Cases,7,Network Density,0.8,30day,MSVSymptoms&NewNormalProtocols-0.6,60.03871794871793
,,Confirmed Cases,15,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,60.11974358974359
MSV,,Confirmed Cases,15,Network Density,0.4,15,,60.143254840397745
,,Confirmed Cases,50,Network Density,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,60.179969834087494
,,Confirmed Cases,20,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,60.23615384615389
,,Active Cases,50,Clustering Coefficient,0.5,15day,RSVFaceWearing&Others-0.5,60.24133244427137
,,Confirmed Cases,30,Network Density,0.8,15day,MSVFaceWearing&Others-0.5,60.28076923076921
,,Confirmed Cases,15,Clustering Coefficient,0.6,15day,MSVSymptoms-0.5,60.31846153846156
,,Confirmed Cases,7,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,60.3348717948718
,,Confirmed Cases,50,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,60.34769230769224
,,Confirmed Cases,50,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,60.354358974359144
,,Confirmed Cases,30,Network Density,0.5,15day,RSVFaceWearing&Others-0.5,60.36251748251747
RSV,,Confirmed Cases,20,Clustering Coefficient,0.8,15,,60.37153846153856
,,Active Cases,30,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,60.377671572459114
MSV,,Confirmed Cases,7,Clustering Coefficient,0.6,15,,60.38951566951573
RSV,Quarantine,Confirmed Cases,15,,,,,60.39273938211539
,,Confirmed Cases,20,Clustering Coefficient,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,60.4176923076923
RSV,sipon,Active Cases,50,,,,,60.452339132544346
,,Active Cases,15,Network Density,0.5,15day,RSVFaceWearing&Others-0.5,60.47558710133241
,,Confirmed Cases,7,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,60.515897435897415
,,Confirmed Cases,15,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,60.515897435897415
,,Confirmed Cases,20,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,60.515897435897415
,,Confirmed Cases,30,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,60.515897435897415
,,Confirmed Cases,50,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,60.515897435897415
,,Confirmed Cases,15,Clustering Coefficient,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,60.52435897435894
RSV,,Active Cases,15,Clustering Coefficient,0.4,15,,60.525967829110904
,,Confirmed Cases,20,Network Density,0.8,15day,MSVFaceWearing&Others-0.5,60.62384615384613
MSV,,Active Cases,30,Network Density,0.6,15,,60.651429711276165
,,Confirmed Cases,20,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,60.674102564102625
,,Confirmed Cases,7,Network Density,0.8,15day,MSVFaceWearing&Others-0.5,60.68999999999998
,,Confirmed Cases,15,Network Density,0.8,15day,MSVFaceWearing&Others-0.5,60.68999999999998
,,Confirmed Cases,30,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,60.7179487179488
RSV,Frontliners,Confirmed Cases,30,,,,,60.769837131395256
MSV,,Active Cases,20,Network Density,0.4,15,,60.87990600130433
,,Confirmed Cases,7,Clustering Coefficient,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,60.88435897435894
,,Confirmed Cases,7,Clustering Coefficient,0.5,30day,RSVFaceWearing&Others-0.5,60.88871794871795
,,Active Cases,20,Network Density,0.6,15day,RSVFaceWearing&Others-0.5,60.90059628827295
RSV,,Confirmed Cases,15,Clustering Coefficient,0.8,15,,60.90192307692313
,,Active Cases,50,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,60.931265307337874
RSV,lagnat,Confirmed Cases,7,,,,,60.93186440764238
,,Active Cases,50,Clustering Coefficient,0.5,30day,MSVSymptoms-0.5,60.95649892231274
,,Confirmed Cases,7,Network Density,0.8,15day,MSVSymptoms-0.5,61.021575091575095
,,Active Cases,7,Network Density,0.6,30day,RSVFaceWearing&Others-0.5,61.04474744634991
,,Active Cases,50,Clustering Coefficient,0.4,30day,MSVSymptoms-0.5,61.068067660013064
RSV,,Active Cases,15,Network Density,0.4,30,,61.076504977545135
,,Confirmed Cases,7,Network Density,0.6,30day,MSVSymptoms-0.5,61.10974358974361
,,Active Cases,7,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols1-0.6,61.1188829538
RSV,social distancing,Confirmed Cases,20,,,,,61.12129292435233
,,Confirmed Cases,50,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,61.12743589743588
MSV,,Confirmed Cases,20,Clustering Coefficient,0.8,15,,61.152564102564256
,,Confirmed Cases,20,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,61.18666666666665
,,Confirmed Cases,15,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,61.18666666666665
,,Confirmed Cases,30,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,61.18666666666665
,,Confirmed Cases,7,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,61.19153846153844
,,Confirmed Cases,7,Network Density,0.6,30day,MSVFaceWearing&Others-0.5,61.21333333333332
MSV,,Active Cases,20,Network Density,0.4,30,,61.26525126685942
,,Active Cases,15,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols-0.5,61.285024833661275
,,Active Cases,15,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols2-0.6,61.320893074688406
,,Active Cases,30,Network Density,0.5,30day,MSVSymptoms-0.5,61.32366226220597
,,Active Cases,15,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols2-0.6,61.32894002207429
,,Confirmed Cases,15,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,61.347179487179545
,,Confirmed Cases,7,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols1-0.6,61.355641025641056
RSV,face shield,Active Cases,20,,,,,61.434194723019246
,,Active Cases,30,Network Density,0.5,15day,MSVSymptoms-0.5,61.446872278178546
,,Confirmed Cases,30,Network Density,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,61.47511312217193
MSV,,Active Cases,20,Clustering Coefficient,0.4,15,,61.52098655983816
,,Confirmed Cases,15,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,61.53692307692312
,,Confirmed Cases,20,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,61.63897435897441
MSV,,Confirmed Cases,7,Clustering Coefficient,0.8,30,,61.64076923076919
MSV,,Confirmed Cases,15,Clustering Coefficient,0.8,30,,61.64076923076919
MSV,,Confirmed Cases,20,Clustering Coefficient,0.8,30,,61.64076923076919
MSV,,Confirmed Cases,30,Clustering Coefficient,0.8,30,,61.64076923076919
MSV,,Confirmed Cases,50,Clustering Coefficient,0.8,30,,61.64076923076919
,,Confirmed Cases,20,Clustering Coefficient,0.5,15day,MSVFaceWearing&Others-0.5,61.64717948717952
,,Confirmed Cases,15,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,61.684871794871775
,,Active Cases,30,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols2-0.6,61.69932527410736
,,Confirmed Cases,20,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,61.71128205128208
MSV,,Active Cases,20,Network Density,0.5,15,,61.829256266456774
MSV,,Confirmed Cases,15,Clustering Coefficient,0.8,15,,61.836410256410375
,,Confirmed Cases,7,Clustering Coefficient,0.6,15day,MSVSymptoms-0.5,61.90846153846155
RSV,,Confirmed Cases,7,Clustering Coefficient,0.8,15,,61.947371794871785
,,Confirmed Cases,50,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,62.07615384615384
RSV,,Confirmed Cases,20,Network Density,0.4,15,,62.085366300366346
,,Active Cases,50,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,62.14436429416873
RSV,work from home,Active Cases,30,,,,,62.1482027149087
,,Confirmed Cases,15,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,62.15340659340657
,,Confirmed Cases,7,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,62.15340659340657
,,Confirmed Cases,20,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,62.15340659340657
,,Confirmed Cases,30,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,62.15340659340657
,,Confirmed Cases,50,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,62.15340659340657
,,Confirmed Cases,15,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,62.15974358974357
,,Confirmed Cases,30,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,62.15974358974357
,,Confirmed Cases,7,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,62.15974358974357
,,Confirmed Cases,20,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,62.15974358974357
,,Confirmed Cases,50,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,62.15974358974357
,,Confirmed Cases,15,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,62.16846153846157
,,Active Cases,7,Clustering Coefficient,0.4,15day,RSVFaceWearing&Others-0.5,62.18712017330324
,,Active Cases,50,Network Density,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,62.18855522924725
,,Active Cases,7,Network Density,0.5,30day,RSVFaceWearing&Others-0.5,62.1958345047325
,,Active Cases,20,Clustering Coefficient,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,62.24241562508537
,,Active Cases,50,Clustering Coefficient,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,62.27213944335114
RSV,,Active Cases,7,Network Density,0.6,15,,62.272254463122586
MSV,,Active Cases,15,Network Density,0.4,30,,62.2765288681697
,,Confirmed Cases,15,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,62.30846153846155
,,Active Cases,50,Network Density,0.5,30day,MSVFaceWearing&Others-0.5,62.37419173460782
RSV,work from home,Confirmed Cases,30,,,,,62.37537817433163
RSV,,Active Cases,20,Network Density,0.6,30,,62.394349493793904
,,Active Cases,30,Network Density,0.4,30day,MSVFaceWearing&Others-0.5,62.39621403804709
,,Confirmed Cases,20,Network Density,0.4,30day,MSVFaceWearing&Others-0.5,62.476886446886425
,,Confirmed Cases,20,Clustering Coefficient,0.4,30day,RSVFaceWearing&Others-0.5,62.49794871794868
,,Confirmed Cases,20,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,62.518717948718006
RSV,,Confirmed Cases,20,Network Density,0.4,30,,62.53794871794869
RSV,fever,Active Cases,20,,,,,62.54032418462037
,,Active Cases,20,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,62.5660656636716
,,Confirmed Cases,50,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,62.59846153846153
MSV,,Active Cases,15,Network Density,0.4,15,,62.6278496658953
,,Active Cases,20,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,62.630033276012234
,,Active Cases,15,Network Density,0.5,30day,MSVSymptoms&NewNormalProtocols-0.6,62.66311029894108
RSV,,Confirmed Cases,30,Clustering Coefficient,0.8,30,,62.67538461538447
RSV,,Confirmed Cases,50,Clustering Coefficient,0.8,30,,62.67538461538447
RSV,,Confirmed Cases,20,Clustering Coefficient,0.8,30,,62.706153846153704
RSV,,Confirmed Cases,15,Clustering Coefficient,0.8,30,,62.706153846153704
RSV,,Confirmed Cases,7,Clustering Coefficient,0.8,30,,62.706153846153704
,,Active Cases,7,Network Density,0.4,30day,RSVFaceWearing&Others-0.5,62.74454128010498
,,Active Cases,20,Network Density,0.4,15day,RSVFaceWearing&Others-0.5,62.77243757956089
,,Confirmed Cases,7,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols-0.5,62.801025641025696
MSV,,Confirmed Cases,7,Clustering Coefficient,0.8,15,,62.883846153846186
,,Confirmed Cases,30,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,62.897435897435976
,,Confirmed Cases,7,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,62.91743589743591
RSV,Quarantine,Confirmed Cases,7,,,,,62.9185080416937
RSV,social distancing,Confirmed Cases,15,,,,,62.96470279089217
MSV,,Active Cases,20,Network Density,0.5,30,,62.97180627278055
,,Active Cases,15,Network Density,0.6,15day,RSVFaceWearing&Others-0.5,63.035557689587705
,,Active Cases,20,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,63.06597788398464
RSV,sipon,Confirmed Cases,30,,,,,63.079308326466226
,,Confirmed Cases,7,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,63.091794871794875
,,Active Cases,30,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,63.12718955416096
,,Confirmed Cases,15,Clustering Coefficient,0.5,15day,MSVFaceWearing&Others-0.5,63.13435897435896
,,Active Cases,20,Clustering Coefficient,0.4,15day,MSVFaceWearing&Others-0.5,63.16040515305767
,,Active Cases,30,Network Density,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,63.21643459182939
,,Active Cases,20,Network Density,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,63.23325367819327
,,Active Cases,50,Network Density,0.8,30day,MSVSymptoms-0.5,63.29313091556549
,,Confirmed Cases,50,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,63.318241758241726
,,Confirmed Cases,30,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,63.318241758241726
,,Confirmed Cases,7,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,63.34901098901095
,,Confirmed Cases,15,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,63.34901098901095
,,Confirmed Cases,20,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,63.34901098901095
,,Active Cases,20,Network Density,0.4,30day,MSVSymptoms-0.5,63.353940586636675
MSV,,Active Cases,15,Clustering Coefficient,0.4,15,,63.39203953883421
RSV,cough,Active Cases,30,,,,,63.39346351498575
,,Active Cases,30,Network Density,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,63.478024552525554
,,Active Cases,30,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols1-0.6,63.501115171961374
RSV,ubo,Confirmed Cases,7,,,,,63.510814468871395
,,Active Cases,50,Network Density,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,63.55396946890353
,,Confirmed Cases,15,Clustering Coefficient,0.4,30day,RSVFaceWearing&Others-0.5,63.61384615384615
,,Active Cases,30,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,63.61473803515195
,,Confirmed Cases,15,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,63.67461538461542
,,Confirmed Cases,50,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,63.810769230769274
RSV,fever,Active Cases,15,,,,,63.844548891954
,,Active Cases,30,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,63.91042276168573
,,Confirmed Cases,30,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,63.9118803418803
RSV,,Active Cases,7,Network Density,0.4,15,,63.9257020504788
,,Confirmed Cases,15,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,63.98794871794879
MSV,,Active Cases,15,Network Density,0.5,15,,64.01217887159329
,,Confirmed Cases,7,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols1-0.6,64.02307692307686
,,Confirmed Cases,7,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,64.04743589743592
,,Confirmed Cases,20,Network Density,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,64.1560784313725
MSV,,Active Cases,20,Network Density,0.6,15,,64.16372244679182
,,Confirmed Cases,50,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,64.2733333333333
,,Active Cases,7,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols2-0.6,64.30758124075741
,,Active Cases,15,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,64.36197378118227
,,Active Cases,50,Clustering Coefficient,0.6,15day,RSVFaceWearing&Others-0.5,64.36998905688186
,,Confirmed Cases,20,Network Density,0.4,30day,RSVFaceWearing&Others-0.5,64.40243589743594
,,Active Cases,15,Clustering Coefficient,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,64.43061244239973
,,Active Cases,30,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,64.48341298847346
,,Confirmed Cases,30,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,64.49307692307691
RSV,Frontliners,Confirmed Cases,20,,,,,64.50272439508758
,,Active Cases,30,Clustering Coefficient,0.4,15day,MSVSymptoms-0.5,64.55242200236735
,,Active Cases,20,Network Density,0.5,15day,MSVSymptoms-0.5,64.5786296536168
,,Active Cases,50,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,64.58737231749595
,,Active Cases,7,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols2-0.6,64.59457373361717
,,Confirmed Cases,7,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,64.625641025641
,,Active Cases,15,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,64.65757966019265
RSV,ubo,Active Cases,50,,,,,64.67484224520152
,,Confirmed Cases,50,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,64.7610256410256
,,Confirmed Cases,20,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,64.78615384615388
RSV,,Confirmed Cases,15,Network Density,0.4,30,,64.78666666666666
RSV,,Confirmed Cases,15,Network Density,0.4,15,,64.83613553113557
MSV,,Confirmed Cases,7,Network Density,0.4,15,,64.84944008372587
MSV,,Active Cases,15,Network Density,0.5,30,,64.8609413609931
,,Active Cases,20,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols2-0.6,64.8647268297254
RSV,,Active Cases,15,Network Density,0.6,30,,64.8664613082831
,,Active Cases,30,Network Density,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,65.0574569533466
,,Confirmed Cases,15,Network Density,0.4,30day,MSVFaceWearing&Others-0.5,65.32780219780219
RSV,cough,Active Cases,20,,,,,65.35493351428879
,,Confirmed Cases,30,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,65.36461538461535
,,Active Cases,50,Clustering Coefficient,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,65.4024224533783
,,Confirmed Cases,30,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,65.40974358974368
,,Confirmed Cases,7,Clustering Coefficient,0.4,30day,RSVFaceWearing&Others-0.5,65.44051282051281
,,Confirmed Cases,7,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols2-0.6,65.47620958751394
,,Active Cases,30,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,65.54668863307232
RSV,face shield,Active Cases,15,,,,,65.56067958116624
,,Active Cases,7,Network Density,0.5,15day,RSVFaceWearing&Others-0.5,65.58297583783873
,,Confirmed Cases,20,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,65.5946153846154
,,Confirmed Cases,15,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,65.6180341880342
,,Confirmed Cases,15,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,65.66948717948715
RSV,,Active Cases,7,Network Density,0.4,30,,65.67097020681497
,,Confirmed Cases,20,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,65.67948717948715
,,Confirmed Cases,15,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,65.72205128205125
RSV,work from home,Confirmed Cases,20,,,,,65.81522154179889
,,Confirmed Cases,30,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,65.85230769230766
MSV,,Active Cases,7,Network Density,0.4,30,,65.85318312849577
,,Confirmed Cases,30,Network Density,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,65.87442307692326
,,Active Cases,15,Network Density,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,65.89739480835915
,,Active Cases,30,Clustering Coefficient,0.5,30day,MSVSymptoms&NewNormalProtocols-0.6,65.90253959329014
,,Confirmed Cases,7,Clustering Coefficient,0.5,15day,MSVFaceWearing&Others-0.5,65.93230769230766
,,Confirmed Cases,7,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,65.94230769230771
,,Confirmed Cases,7,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,65.96743589743588
,,Confirmed Cases,30,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,65.97410256410255
,,Active Cases,7,Network Density,0.5,30day,RSVSymptoms&NewNormalProtocols1-0.6,66.08010964295747
,,Confirmed Cases,50,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,66.08384615384612
MSV,,Active Cases,15,Network Density,0.6,15,,66.08997720014531
,,Confirmed Cases,7,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,66.11205128205127
,,Active Cases,30,Clustering Coefficient,0.4,30day,MSVFaceWearing&Others-0.5,66.11339143472956
,,Active Cases,15,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,66.14277481023335
,,Confirmed Cases,15,Network Density,0.4,30day,RSVFaceWearing&Others-0.5,66.15166666666671
,,Confirmed Cases,7,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,66.15564102564102
,,Confirmed Cases,20,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,66.16717948717945
,,Confirmed Cases,7,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,66.1794871794872
,,Confirmed Cases,15,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,66.20974358974355
,,Confirmed Cases,20,Network Density,0.5,15day,RSVFaceWearing&Others-0.5,66.2197435897436
RSV,fever,Active Cases,7,,,,,66.2259631241916
,,Active Cases,20,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,66.24395411334683
,,Confirmed Cases,7,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols-0.5,66.35909502262447
,,Active Cases,15,Network Density,0.5,15day,MSVSymptoms-0.5,66.36373137994966
RSV,cough,Active Cases,15,,,,,66.37847400004254
,,Confirmed Cases,15,Network Density,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,66.40828054298639
RSV,Frontliners,Active Cases,50,,,,,66.42239146961333
,,Confirmed Cases,7,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,66.45512820512816
RSV,,Active Cases,50,Clustering Coefficient,0.4,30,,66.48297148649549
RSV,,Active Cases,50,Clustering Coefficient,0.5,30,,66.54626089401175
,,Active Cases,15,Clustering Coefficient,0.4,15day,MSVFaceWearing&Others-0.5,66.65350342981719
,,Active Cases,15,Network Density,0.4,30day,MSVSymptoms-0.5,66.65872926623558
,,Active Cases,30,Network Density,0.5,30day,MSVFaceWearing&Others-0.5,66.71272608003
,,Active Cases,15,Network Density,0.4,15day,RSVFaceWearing&Others-0.5,66.7161140205909
MSV,Quarantine,Confirmed Cases,50,,,,,66.79114401824178
,,Active Cases,20,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,66.81221385979417
MSV,,Active Cases,7,Network Density,0.4,15,,66.832702922829
,,Active Cases,20,Network Density,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,66.91916932643164
,,Active Cases,7,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols2-0.6,67.01405678942932
RSV,Frontliners,Confirmed Cases,15,,,,,67.03793522868197
,,Active Cases,30,Network Density,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,67.05047031044754
,,Confirmed Cases,7,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,67.1390598290598
RSV,,Active Cases,50,Network Density,0.8,15,,67.23417794211947
RSV,social distancing,Confirmed Cases,7,,,,,67.23648996723335
RSV,work from home,Active Cases,20,,,,,67.27626219531956
,,Active Cases,30,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,67.30864059673489
,,Active Cases,20,Network Density,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,67.30953391249976
,,Active Cases,30,Network Density,0.6,30day,MSVFaceWearing&Others-0.5,67.36521881735543
,,Active Cases,7,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols-0.5,67.48342125717302
,,Active Cases,20,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,67.48560942745912
,,Confirmed Cases,20,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,67.51239316239315
RSV,,Active Cases,7,Clustering Coefficient,0.4,15,,67.65351067176948
,,Active Cases,15,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols2-0.6,67.68292568643984
,,Active Cases,30,Clustering Coefficient,0.5,15day,RSVFaceWearing&Others-0.5,67.69818050721194
,,Confirmed Cases,50,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,67.7458974358975
RSV,sipon,Confirmed Cases,20,,,,,67.75753387657805
RSV,sipon,Active Cases,30,,,,,67.82802009654117
,,Confirmed Cases,7,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,67.84435897435903
