pca_group,metric_type,threshold,window,comparison,radius,dtw_score
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,15day,Confirmed Cases,30,65.85230769230766
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,15day,Confirmed Cases,30,65.87442307692326
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.5,30day,Active Cases,15,65.89739480835915
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,30day,Active Cases,30,65.90253959329014
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Confirmed Cases,7,65.93230769230766
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,15day,Confirmed Cases,7,65.94230769230771
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,15day,Confirmed Cases,7,65.96743589743588
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,15day,Confirmed Cases,30,65.97410256410255
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.5,30day,Active Cases,7,66.08010964295747
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.8,15day,Confirmed Cases,50,66.08384615384612
RSVFaceWearing&Others-0.5,Network Density,0.8,15day,Confirmed Cases,7,66.11205128205127
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Active Cases,30,66.11339143472956
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.4,30day,Active Cases,15,66.14277481023335
RSVFaceWearing&Others-0.5,Network Density,0.4,30day,Confirmed Cases,15,66.15166666666671
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,15day,Confirmed Cases,7,66.15564102564102
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,15day,Confirmed Cases,20,66.16717948717945
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,15day,Confirmed Cases,7,66.1794871794872
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,15day,Confirmed Cases,15,66.20974358974355
RSVFaceWearing&Others-0.5,Network Density,0.5,15day,Confirmed Cases,20,66.2197435897436
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,15day,Active Cases,20,66.24395411334683
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,30day,Confirmed Cases,7,66.35909502262447
MSVSymptoms-0.5,Network Density,0.5,15day,Active Cases,15,66.36373137994966
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,30day,Confirmed Cases,15,66.40828054298639
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,15day,Confirmed Cases,7,66.45512820512816
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,15day,Active Cases,15,66.65350342981719
MSVSymptoms-0.5,Network Density,0.4,30day,Active Cases,15,66.65872926623558
MSVFaceWearing&Others-0.5,Network Density,0.5,30day,Active Cases,30,66.71272608003
RSVFaceWearing&Others-0.5,Network Density,0.4,15day,Active Cases,15,66.7161140205909
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.6,15day,Active Cases,20,66.81221385979417
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,30day,Active Cases,20,66.91916932643164
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,30day,Active Cases,7,67.01405678942932
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.6,15day,Active Cases,30,67.05047031044754
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,30day,Confirmed Cases,7,67.1390598290598
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.5,15day,Active Cases,30,67.30864059673489
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,15day,Active Cases,20,67.30953391249976
MSVFaceWearing&Others-0.5,Network Density,0.6,30day,Active Cases,30,67.36521881735543
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,30day,Active Cases,7,67.48342125717302
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.5,15day,Active Cases,20,67.48560942745912
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.5,15day,Confirmed Cases,20,67.51239316239315
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.5,30day,Active Cases,15,67.68292568643984
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Active Cases,30,67.69818050721194
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,15day,Confirmed Cases,50,67.7458974358975
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,15day,Confirmed Cases,7,67.84435897435903
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,15day,Confirmed Cases,7,67.94000000000001
RSVFaceWearing&Others-0.5,Network Density,0.6,15day,Active Cases,7,67.95967423751782
MSVFaceWearing&Others-0.5,Network Density,0.4,30day,Active Cases,20,68.06087259193815
RSVFaceWearing&Others-0.5,Network Density,0.5,15day,Confirmed Cases,15,68.06799533799534
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.6,30day,Active Cases,20,68.11805360322369
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.6,15day,Active Cases,50,68.24023494204614
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,15day,Confirmed Cases,20,68.27717948717955
RSVFaceWearing&Others-0.5,Network Density,0.4,15day,Confirmed Cases,30,68.351217948718
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,30day,Active Cases,15,68.5242203994333
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,30day,Confirmed Cases,20,68.54564102564103
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,15day,Active Cases,15,68.55897670679131
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,30day,Active Cases,20,68.59969543622898
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,15day,Confirmed Cases,20,68.68519230769253
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,30day,Active Cases,20,68.73997282354038
MSVSymptoms-0.5,Network Density,0.5,30day,Active Cases,20,68.79810233342702
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.6,15day,Active Cases,15,68.89733289411976
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,30day,Active Cases,7,69.22630962421518
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,15day,Active Cases,50,69.41914375683949
MSVSymptoms-0.5,Clustering Coefficient,0.5,30day,Active Cases,30,69.44696841907971
MSVSymptoms-0.5,Clustering Coefficient,0.4,30day,Active Cases,30,69.54567050885571
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,30day,Active Cases,30,69.59338393777523
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,30day,Active Cases,50,69.59338393777523
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.5,15day,Confirmed Cases,15,69.70649572649572
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.5,15day,Active Cases,15,69.72003483931485
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.6,15day,Active Cases,20,69.86316635772829
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,15day,Confirmed Cases,15,69.9117948717949
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.6,15day,Active Cases,20,69.9336902015287
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.5,15day,Confirmed Cases,30,69.99128205128197
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.5,15day,Active Cases,7,70.0120709292717
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,15day,Active Cases,15,70.03299405945015
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,30day,Confirmed Cases,15,70.03794871794871
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.4,15day,Active Cases,7,70.04262059142467
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,30day,Active Cases,20,70.31473151532185
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.6,30day,Active Cases,15,70.34638271952021
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.8,15day,Confirmed Cases,30,70.38461538461536
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,15day,Active Cases,30,70.40009185616456
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,30day,Active Cases,50,70.50023896542027
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,15day,Confirmed Cases,50,70.64333333333343
MSVSymptoms-0.5,Clustering Coefficient,0.4,15day,Active Cases,20,70.66250977064122
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,15day,Active Cases,50,70.66801036246298
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.6,30day,Active Cases,30,70.82288445319072
MSVFaceWearing&Others-0.5,Network Density,0.5,15day,Active Cases,50,70.86340882915007
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,15day,Confirmed Cases,15,71.06128205128228
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Active Cases,50,71.16915003279915
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,30day,Active Cases,20,71.17540530409515
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.5,15day,Active Cases,7,71.23591724918302
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.6,15day,Active Cases,15,71.30650475995185
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Active Cases,30,71.31810514478488
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,30day,Active Cases,15,71.32876487676879
MSVFaceWearing&Others-0.5,Network Density,0.5,30day,Active Cases,20,71.3289288726455
RSVFaceWearing&Others-0.5,Network Density,0.4,30day,Confirmed Cases,7,71.39948717948722
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,30day,Confirmed Cases,7,71.41696832579183
RSVFaceWearing&Others-0.5,Network Density,0.4,15day,Active Cases,7,71.5335942559796
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.6,15day,Active Cases,15,71.63664896641667
MSVFaceWearing&Others-0.5,Network Density,0.4,30day,Active Cases,15,71.72238510248073
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.5,30day,Active Cases,7,71.72452441195767
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Active Cases,30,71.7855148848739
MSVSymptoms-0.5,Network Density,0.8,30day,Active Cases,30,71.79448973854362
MSVFaceWearing&Others-0.5,Network Density,0.4,30day,Confirmed Cases,7,71.79490842490846
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.8,15day,Confirmed Cases,20,71.95871794871793
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.8,15day,Confirmed Cases,15,71.95871794871793
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.4,30day,Active Cases,7,72.10276450192106
MSVSymptoms-0.5,Network Density,0.4,30day,Active Cases,7,72.13773779402105
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,30day,Active Cases,30,72.2721394433511
MSVFaceWearing&Others-0.5,Network Density,0.6,30day,Active Cases,20,72.3319979383375
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Active Cases,20,72.35762815106358
MSVSymptoms-0.5,Network Density,0.5,30day,Active Cases,15,72.4198809858494
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.4,30day,Active Cases,30,72.57625808265387
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Active Cases,20,72.5784028152208
RSVFaceWearing&Others-0.5,Network Density,0.5,15day,Confirmed Cases,7,72.60839160839161
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,30day,Active Cases,15,72.67983319276543
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,15day,Active Cases,7,72.75657317200972
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,30day,Confirmed Cases,7,72.83128205128203
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.5,15day,Confirmed Cases,20,72.85769230769218
MSVSymptoms-0.5,Network Density,0.5,15day,Active Cases,7,72.93488398061506
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.5,15day,Active Cases,20,72.95282846104023
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,15day,Active Cases,50,73.08654889787165
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,15day,Confirmed Cases,30,73.32846153846151
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,30day,Active Cases,7,73.35588207731782
MSVFaceWearing&Others-0.5,Network Density,0.4,15day,Active Cases,50,73.38826480856997
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.6,30day,Active Cases,50,73.42251897666571
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Active Cases,20,73.43864211414102
MSVFaceWearing&Others-0.5,Network Density,0.5,30day,Active Cases,15,73.60387967388249
MSVSymptoms-0.5,Clustering Coefficient,0.4,15day,Active Cases,15,73.61890479487239
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,30day,Active Cases,15,73.65139162215345
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.8,15day,Confirmed Cases,7,73.67333333333332
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,30day,Confirmed Cases,50,73.67538461538459
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,30day,Confirmed Cases,30,73.67538461538459
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,30day,Confirmed Cases,15,73.70615384615382
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,30day,Confirmed Cases,7,73.70615384615382
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,30day,Confirmed Cases,20,73.70615384615382
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,30day,Active Cases,15,73.75255365007953
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.6,30day,Active Cases,7,73.87562084153306
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Active Cases,50,73.92102427138964
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.6,15day,Active Cases,30,73.93676441029986
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,15day,Confirmed Cases,7,74.09955128205132
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,15day,Active Cases,30,74.16821508065902
MSVFaceWearing&Others-0.5,Network Density,0.5,15day,Confirmed Cases,50,74.25117216117216
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,15day,Confirmed Cases,7,74.34666666666666
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.6,15day,Active Cases,7,74.3508010403068
RSVFaceWearing&Others-0.5,Network Density,0.4,15day,Confirmed Cases,20,74.36134615384618
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.5,15day,Confirmed Cases,15,74.4366666666666
MSVSymptoms-0.5,Network Density,0.6,30day,Active Cases,50,74.43784556273985
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,30day,Active Cases,30,74.46304938618677
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.5,15day,Active Cases,50,74.57876365098146
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.5,15day,Confirmed Cases,7,74.69435897435899
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.5,30day,Active Cases,50,74.80004685596467
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.5,30day,Active Cases,7,74.82283759722604
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.5,15day,Active Cases,15,75.20224445585909
MSVFaceWearing&Others-0.5,Network Density,0.6,30day,Active Cases,15,75.26126885952574
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,15day,Active Cases,30,75.36477432610495
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Active Cases,15,75.4685127916783
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Active Cases,15,75.52265485896348
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,30day,Confirmed Cases,30,75.52384615384594
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.6,30day,Active Cases,20,75.58379720738435
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,15day,Active Cases,20,75.60926077149468
MSVSymptoms-0.5,Clustering Coefficient,0.4,30day,Active Cases,20,75.8641317589728
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.5,15day,Active Cases,7,76.06066656244654
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Active Cases,30,76.24458813606964
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Active Cases,15,76.25428233244742
MSVSymptoms-0.5,Clustering Coefficient,0.5,30day,Active Cases,20,76.27584106456744
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,15day,Confirmed Cases,20,76.29871794871798
MSVFaceWearing&Others-0.5,Network Density,0.6,15day,Confirmed Cases,50,76.64871794871802
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,15day,Active Cases,7,76.67396580089469
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.5,15day,Active Cases,7,76.67446736047518
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.4,30day,Active Cases,20,76.77058984965925
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,15day,Active Cases,20,76.93350380775857
MSVSymptoms-0.5,Network Density,0.4,15day,Confirmed Cases,50,77.07905982905986
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Active Cases,20,77.18448087187623
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,15day,Active Cases,50,77.25280417401807
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,15day,Confirmed Cases,15,77.25358974358986
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,30day,Active Cases,20,77.26206541092677
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.6,30day,Active Cases,30,77.3719801330709
MSVFaceWearing&Others-0.5,Network Density,0.6,15day,Confirmed Cases,30,77.42307692307688
MSVSymptoms-0.5,Network Density,0.8,30day,Active Cases,20,77.43665073563857
MSVFaceWearing&Others-0.5,Network Density,0.4,30day,Active Cases,7,77.43736696252861
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,15day,Active Cases,50,77.49172119614977
MSVFaceWearing&Others-0.5,Network Density,0.5,15day,Active Cases,30,77.55584978257326
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,15day,Active Cases,15,77.8549750405634
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.6,15day,Active Cases,7,77.88450822967152
RSVFaceWearing&Others-0.5,Network Density,0.4,15day,Confirmed Cases,15,77.9317307692308
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,30day,Active Cases,7,78.04301377565353
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.6,30day,Active Cases,15,78.13293505763274
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,30day,Active Cases,7,78.14886140005615
MSVSymptoms-0.5,Network Density,0.4,15day,Active Cases,50,78.39267183300973
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.6,15day,Active Cases,20,78.46818679232645
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,30day,Active Cases,20,78.570340174304
MSVSymptoms-0.5,Clustering Coefficient,0.4,30day,Active Cases,15,78.58150595070758
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,30day,Active Cases,7,78.65631149845369
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.6,15day,Active Cases,7,78.76185060668163
MSVSymptoms-0.5,Clustering Coefficient,0.5,30day,Active Cases,15,78.82949582981907
MSVFaceWearing&Others-0.5,Network Density,0.6,15day,Confirmed Cases,20,78.84743589743591
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.4,30day,Active Cases,15,78.87901120526926
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,15day,Active Cases,15,78.8914770231741
MSVFaceWearing&Others-0.5,Network Density,0.5,30day,Active Cases,7,78.92350763752222
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Active Cases,7,79.22490863086861
MSVFaceWearing&Others-0.5,Network Density,0.5,15day,Confirmed Cases,30,79.27538461538447
MSVSymptoms-0.5,Clustering Coefficient,0.4,15day,Active Cases,7,79.36052660964337
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,30day,Confirmed Cases,20,79.40666666666651
MSVSymptoms-0.5,Network Density,0.6,15day,Active Cases,50,79.49093954485569
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.6,30day,Active Cases,20,79.59120044981725
MSVSymptoms-0.5,Network Density,0.5,30day,Active Cases,7,79.70292849779776
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,30day,Active Cases,15,79.76206541092677
MSVSymptoms-0.5,Network Density,0.6,30day,Active Cases,30,79.84373535751105
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Active Cases,15,79.97778993679803
MSVFaceWearing&Others-0.5,Network Density,0.6,30day,Active Cases,7,80.11259488332857
MSVSymptoms-0.5,Network Density,0.8,30day,Active Cases,15,80.17697497891473
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.6,15day,Active Cases,15,80.45697567947839
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Active Cases,7,80.52198354384767
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,30day,Active Cases,7,80.63836097835254
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Active Cases,20,80.6841439415237
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.5,30day,Active Cases,30,80.69647643144965
MSVFaceWearing&Others-0.5,Network Density,0.6,15day,Confirmed Cases,15,80.78589743589747
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,15day,Confirmed Cases,7,80.82153846153852
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,15day,Active Cases,50,80.84024323712126
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,15day,Active Cases,30,80.85964222703628
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.5,15day,Confirmed Cases,7,80.94641025641026
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.6,30day,Active Cases,15,80.9758176365851
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,15day,Active Cases,30,81.01451414788835
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,30day,Confirmed Cases,15,81.02846153846137
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.4,30day,Active Cases,7,81.16324618123885
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.5,15day,Active Cases,7,81.22704066820029
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Active Cases,50,81.35115126069205
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,30day,Active Cases,15,81.60819042264053
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,15day,Active Cases,20,81.80932175000552
MSVFaceWearing&Others-0.5,Network Density,0.4,15day,Active Cases,30,81.82818560123897
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,30day,Active Cases,50,82.30688314122374
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.5,15day,Active Cases,30,82.31318757397788
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,15day,Active Cases,15,82.53495097929739
MSVFaceWearing&Others-0.5,Network Density,0.5,15day,Active Cases,20,82.57270154639338
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.6,30day,Active Cases,7,82.62213944335106
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Active Cases,15,82.63208696467053
MSVSymptoms-0.5,Network Density,0.6,30day,Active Cases,20,82.74938306313074
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,15day,Confirmed Cases,30,82.82006688963216
MSVFaceWearing&Others-0.5,Network Density,0.5,15day,Confirmed Cases,20,82.84047619047611
MSVFaceWearing&Others-0.5,Network Density,0.4,15day,Confirmed Cases,50,83.00897435897441
MSVSymptoms-0.5,Network Density,0.6,15day,Active Cases,30,83.12417982446325
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,30day,Active Cases,7,83.149892231281
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.4,30day,Active Cases,7,83.19051635273165
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,15day,Active Cases,20,83.24955892534119
RSVFaceWearing&Others-0.5,Network Density,0.4,15day,Confirmed Cases,7,83.2524358974359
MSVSymptoms-0.5,Network Density,0.4,15day,Active Cases,30,83.45318156891086
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.6,15day,Active Cases,7,83.53407627427768
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.6,30day,Active Cases,7,83.67656733202135
MSVSymptoms-0.5,Clustering Coefficient,0.4,30day,Active Cases,7,83.76249648580263
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.5,30day,Active Cases,20,83.80181801143277
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,15day,Active Cases,7,83.90559108859279
MSVFaceWearing&Others-0.5,Network Density,0.6,15day,Confirmed Cases,7,84.05230769230764
MSVSymptoms-0.5,Clustering Coefficient,0.5,30day,Active Cases,7,84.24608284134565
MSVFaceWearing&Others-0.5,Network Density,0.5,15day,Confirmed Cases,15,84.25824175824171
MSVSymptoms-0.5,Network Density,0.6,30day,Active Cases,15,84.26999968762699
MSVFaceWearing&Others-0.5,Network Density,0.5,15day,Active Cases,15,84.6269640982774
MSVSymptoms-0.5,Network Density,0.8,30day,Active Cases,7,84.80765626464242
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Active Cases,50,85.04413831880791
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Active Cases,7,85.08017055571167
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Active Cases,30,85.08017055571167
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Active Cases,20,85.08017055571167
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Active Cases,15,85.08017055571167
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,30day,Active Cases,50,85.13368006747245
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.5,30day,Active Cases,15,85.36645581482517
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,15day,Active Cases,30,85.7328134421689
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,30day,Active Cases,7,85.8185737044325
MSVFaceWearing&Others-0.5,Network Density,0.4,15day,Active Cases,20,85.97426133952719
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,30day,Active Cases,30,86.02957079936266
MSVSymptoms-0.5,Network Density,0.6,15day,Active Cases,20,86.1857851128926
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,15day,Active Cases,20,86.20750161913493
MSVSymptoms-0.5,Network Density,0.4,15day,Active Cases,20,86.24161710004901
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,15day,Active Cases,30,86.41038128631094
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.4,15day,Active Cases,7,86.43233133081706
