source,tag,comparison,radius,metric_type,threshold,window,pca_group,dtw_score
,,Active Cases,30,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,92.71045402773738
,,Active Cases,15,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,92.7427529441164
,,Active Cases,30,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,92.80039359010394
RSV,ecq,Active Cases,7,,,,,92.8134576143147
MSV,,Active Cases,50,Clustering Coefficient,0.6,15,,92.84183375669356
,,Active Cases,30,Clustering Coefficient,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,93.39603559225188
,,Active Cases,50,Network Density,0.8,15day,MSVSymptoms-0.5,93.4583986038753
,,Active Cases,7,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,93.64505044825536
MSV,,Active Cases,7,Network Density,0.8,15,,93.79755746854931
,,Active Cases,30,Clustering Coefficient,0.5,15day,MSVSymptoms-0.5,93.84940929495056
RSV,,Active Cases,7,Clustering Coefficient,0.6,15,,93.89423910182232
,,Active Cases,7,Network Density,0.8,15day,MSVSymptoms&NewNormalProtocols-0.6,93.94479308573597
,,Active Cases,7,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,94.21527793286732
RSV,masks,Active Cases,15,,,,,94.4340589470896
,,Active Cases,7,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,94.5445839009612
RSV,Quarantine,Active Cases,30,,,,,94.75597481413172
,,Active Cases,15,Clustering Coefficient,0.5,15day,MSVFaceWearing&Others-0.5,94.91859660093344
,,Active Cases,20,Clustering Coefficient,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,94.92264523559564
,,Active Cases,7,Network Density,0.4,15day,MSVSymptoms-0.5,94.94163918479984
,,Active Cases,50,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,95.09073408223
,,Active Cases,20,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,95.60917439790082
MSV,,Active Cases,30,Clustering Coefficient,0.6,15,,95.68687131869144
,,Active Cases,15,Clustering Coefficient,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,95.73751511458369
,,Active Cases,30,Network Density,0.8,15day,MSVFaceWearing&Others-0.5,95.74571766755253
MSV,ecq,Active Cases,30,,,,,95.82234274669348
,,Active Cases,20,Clustering Coefficient,0.5,15day,MSVSymptoms-0.5,95.9177926167452
,,Active Cases,7,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,96.11221162650472
RSV,Quarantine,Active Cases,20,,,,,96.20692583278598
,,Active Cases,20,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,96.39786050874334
MSV,headache,Active Cases,20,,,,,96.6614401584028
,,Active Cases,30,Network Density,0.8,15day,MSVSymptoms-0.5,96.7911012988174
,,Active Cases,7,Clustering Coefficient,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,96.87688832595812
RSV,Quarantine,Active Cases,15,,,,,96.90067850665592
,,Active Cases,15,Clustering Coefficient,0.5,15day,MSVSymptoms-0.5,96.92943252116032
MSV,,Active Cases,20,Clustering Coefficient,0.6,15,,96.94633047113872
,,Active Cases,15,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,96.962913503889
,,Active Cases,50,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,97.14994305111958
,,Active Cases,50,Clustering Coefficient,0.6,15day,MSVSymptoms-0.5,97.2322375326618
MSV,,Active Cases,15,Clustering Coefficient,0.6,15,,97.6103122276456
,,Active Cases,20,Network Density,0.8,15day,MSVFaceWearing&Others-0.5,97.81211336177051
,,Active Cases,15,Network Density,0.8,15day,MSVFaceWearing&Others-0.5,97.81861223395934
RSV,Quarantine,Active Cases,7,,,,,97.97531256767115
,,Active Cases,30,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,98.01777698371926
RSV,masks,Active Cases,7,,,,,98.02764515436884
,,Active Cases,7,Network Density,0.8,15day,MSVFaceWearing&Others-0.5,98.12705183464722
,,Active Cases,7,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,98.2256376041271
,,Active Cases,20,Network Density,0.8,15day,MSVSymptoms-0.5,98.2773873066211
,,Active Cases,30,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,98.29110927485092
,,Active Cases,15,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,98.39774139997466
,,Active Cases,30,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,98.51687250150742
,,Active Cases,50,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,98.51687250150742
,,Active Cases,7,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,98.51687250150742
,,Active Cases,20,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,98.51687250150742
,,Active Cases,15,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,98.51687250150742
MSV,masks,Active Cases,50,,,,,98.56202306013093
MSV,,Active Cases,7,Clustering Coefficient,0.6,15,,98.58980649512247
,,Active Cases,7,Clustering Coefficient,0.5,15day,MSVSymptoms-0.5,98.67244344194556
,,Active Cases,50,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,98.77153449315456
MSV,,Active Cases,50,Clustering Coefficient,0.8,15,,98.80217865971724
,,Active Cases,30,Clustering Coefficient,0.6,15day,MSVSymptoms-0.5,98.8436675078723
RSV,,Active Cases,50,Clustering Coefficient,0.8,15,,98.89483300578424
,,Active Cases,15,Network Density,0.8,15day,MSVSymptoms-0.5,98.95823110716915
,,Active Cases,7,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,99.15616155936648
MSV,flu,Active Cases,30,,,,,99.16287661912295
,,Active Cases,30,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,99.2223909596444
,,Active Cases,50,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,99.2223909596444
,,Active Cases,7,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,99.2223909596444
,,Active Cases,20,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,99.2223909596444
,,Active Cases,15,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,99.2223909596444
RSV,,Active Cases,30,Clustering Coefficient,0.8,15,,99.43187769390532
,,Active Cases,7,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,99.44283572298752
,,Active Cases,20,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,99.44283572298752
,,Active Cases,30,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,99.44283572298752
,,Active Cases,15,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,99.44283572298752
,,Active Cases,50,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,99.44283572298752
,,Active Cases,20,Clustering Coefficient,0.6,15day,MSVSymptoms-0.5,99.47023918529597
RSV,,Active Cases,7,Clustering Coefficient,0.8,15,,99.4759293275565
RSV,,Active Cases,20,Clustering Coefficient,0.8,15,,99.4759293275565
RSV,,Active Cases,15,Clustering Coefficient,0.8,15,,99.4759293275565
,,Active Cases,30,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,99.7137726958038
,,Active Cases,15,Clustering Coefficient,0.6,15day,MSVSymptoms-0.5,99.73884806932126
,,Active Cases,7,Network Density,0.8,15day,MSVSymptoms-0.5,99.96391323351592
MSV,ecq,Active Cases,20,,,,,99.97804973047364
,,Active Cases,7,Clustering Coefficient,0.6,15day,MSVSymptoms-0.5,100.13352837394191
MSV,Quarantine,Active Cases,7,,,,,100.17649952662369
MSV,Frontliners,Active Cases,50,,,,,100.183876830674
MSV,,Active Cases,30,Clustering Coefficient,0.8,15,,100.34064019817868
,,Active Cases,20,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,100.50186479665896
,,Active Cases,30,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,100.65278553225484
,,Active Cases,50,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,100.85976832199243
,,Active Cases,30,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,100.907493430407
,,Active Cases,15,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,101.01060812470683
MSV,,Active Cases,20,Clustering Coefficient,0.8,15,,101.0221920250953
MSV,headache,Active Cases,15,,,,,101.0930141268546
MSV,,Active Cases,15,Clustering Coefficient,0.8,15,,101.3055277348776
,,Active Cases,7,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,101.51987999791558
MSV,face shield,Active Cases,30,,,,,101.64587928219072
MSV,,Active Cases,7,Clustering Coefficient,0.8,15,,101.6708732676975
,,Active Cases,7,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,101.8689952430935
,,Active Cases,20,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,101.92437188735296
,,Active Cases,7,Clustering Coefficient,0.5,15day,MSVFaceWearing&Others-0.5,101.93749022935884
MSV,social distancing,Active Cases,50,,,,,102.24196557895836
,,Active Cases,30,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,102.39776745501784
MSV,ecq,Active Cases,15,,,,,102.44070001802996
,,Active Cases,20,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,102.49708555731736
MSV,lagnat,Active Cases,50,,,,,102.51814932515768
,,Active Cases,30,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,102.58250329410184
,,Active Cases,15,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,102.58250329410184
,,Active Cases,50,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,102.58250329410184
,,Active Cases,20,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,102.58250329410184
,,Active Cases,7,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,102.58250329410184
MSV,masks,Active Cases,30,,,,,102.74748503644506
,,Active Cases,20,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,102.98756057797524
,,Active Cases,15,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,102.99454184067714
,,Active Cases,7,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,103.08250329410184
,,Active Cases,15,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,103.08250329410184
,,Active Cases,20,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,103.08250329410184
,,Active Cases,30,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,103.08250329410184
,,Active Cases,50,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,103.08250329410184
MSV,fever,Active Cases,20,,,,,103.15062935416655
,,Active Cases,15,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,103.43792572079408
,,Active Cases,30,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,103.68300346503456
,,Active Cases,20,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,103.917948947004
,,Active Cases,7,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,104.69080108091208
,,Active Cases,15,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,104.69770194519502
,,Active Cases,15,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,104.70563012260752
MSV,masks,Active Cases,20,,,,,104.79251242913264
,,Active Cases,20,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,104.97052573350685
,,Active Cases,7,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,105.15694441342644
,,Active Cases,15,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,105.5791572252926
MSV,Frontliners,Active Cases,30,,,,,105.7718992561071
,,Active Cases,7,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,106.29364405833344
,,Active Cases,7,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,106.31741742412396
,,Active Cases,7,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,106.537205742646
MSV,work from home,Active Cases,50,,,,,106.588907172477
MSV,lagnat,Active Cases,30,,,,,106.64139185822242
MSV,masks,Active Cases,15,,,,,106.71601711389891
MSV,social distancing,Active Cases,30,,,,,107.08660652931265
MSV,Frontliners,Active Cases,20,,,,,107.19114835592504
MSV,ecq,Active Cases,7,,,,,107.57600675045498
MSV,fever,Active Cases,15,,,,,107.71921162382785
,,Active Cases,20,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,107.72488107733874
MSV,headache,Active Cases,7,,,,,108.33966444053908
MSV,sipon,Active Cases,50,,,,,108.7233339098819
MSV,Frontliners,Active Cases,15,,,,,108.74258097228235
MSV,cough,Active Cases,30,,,,,108.89448695250316
MSV,lagnat,Active Cases,20,,,,,109.14187972718966
MSV,flu,Active Cases,20,,,,,109.19544509517831
MSV,social distancing,Active Cases,20,,,,,109.46580421697143
MSV,masks,Active Cases,7,,,,,110.31758439483548
MSV,lagnat,Active Cases,15,,,,,110.58164148597044
,,Active Cases,15,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,110.7012876154177
MSV,social distancing,Active Cases,15,,,,,110.8231953808082
MSV,lagnat,Active Cases,7,,,,,113.1433801213388
MSV,face shield,Active Cases,20,,,,,113.77014678824666
MSV,rashes,Active Cases,50,,,,,114.60047827648044
MSV,social distancing,Active Cases,7,,,,,114.64895787291834
MSV,Frontliners,Active Cases,7,,,,,114.83798195998268
MSV,fever,Active Cases,7,,,,,115.19741290338658
MSV,flu,Active Cases,15,,,,,115.46794067179754
MSV,ubo,Active Cases,50,,,,,116.33139867156396
,,Active Cases,7,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,117.69219316464569
MSV,work from home,Active Cases,30,,,,,117.69954202636414
MSV,face shield,Active Cases,15,,,,,119.71793307144846
MSV,sipon,Active Cases,30,,,,,120.28345030416226
MSV,cough,Active Cases,20,,,,,120.68579745379428
MSV,ubo,Active Cases,30,,,,,121.2037190625692
MSV,ubo,Active Cases,20,,,,,123.8346534570227
MSV,work from home,Active Cases,20,,,,,123.94964193657654
MSV,flu,Active Cases,7,,,,,124.8391061688677
MSV,rashes,Active Cases,30,,,,,126.04949879012142
MSV,sipon,Active Cases,20,,,,,126.27475253619583
MSV,ubo,Active Cases,15,,,,,126.41666981493152
MSV,cough,Active Cases,15,,,,,127.34222243234323
MSV,work from home,Active Cases,15,,,,,127.46442203432882
MSV,face shield,Active Cases,7,,,,,129.691397359995
MSV,ubo,Active Cases,7,,,,,129.79921642234626
MSV,sipon,Active Cases,15,,,,,130.14777448948558
MSV,rashes,Active Cases,20,,,,,133.32607976454003
MSV,work from home,Active Cases,7,,,,,133.41020942089023
MSV,rashes,Active Cases,15,,,,,136.4739130098305
MSV,sipon,Active Cases,7,,,,,137.1396509146758
MSV,cough,Active Cases,7,,,,,137.64062091713873
MSV,rashes,Active Cases,7,,,,,141.96678142431085
